STUDENT ID,SALUTATION,GENDER,NATIONALITY,DOB,HIGHEST QUALIFICATION,NAME OF QUALIFICATION AND INSTITUTION,DATE ATTAINED HIGHEST QUALIFICATION,DESIGNATION,INTAKE NO,COMMENCEMENT DATE,COMPLETION DATE,FULL-TIME OR PART-TIME,COURSE FUNDING,REGISTRATION FEE,PAYMENT MODE,COURSE FEE,GPA,CITIZENSHIP_STATUS,date_diff,COURSE,Age,GPA Category,Job Category,Age Group
2020/2102-068/008,Ms,F,Singaporean,1980-12-17,Degree,"Bachelor of Human Resource Management, SUSS",2018-10-22,HR Executive,68th,2020-07-22,2020-09-21,Part-Time,Sponsored,107,Bank Transfer,1495,3.2,L,61,Certificate in Digital Marketing,43,3 - 3.5,Human Resources,40 and Above
2020/2102-068/009,Ms,F,Permanent Resident,1992-11-24,Degree,"Bachelor of Economics, University of Malaya",2019-06-22,HR Executive,68th,2020-07-22,2020-09-21,Part-Time,Sponsored,107,Bank Transfer,1388,2.8,L,61,Certificate in Digital Marketing,31,2 - 3,Human Resources,25 to 40
2020/2102-068/010,Mr,M,Singaporean,1990-02-26,Degree,"Bachelor of Science  in Chemical Engineering, Singapore Institute of Technology",2018-06-22,Operations Executive,68th,2020-07-22,2020-09-21,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.1,L,61,Certificate in Digital Marketing,34,3 - 3.5,Operations and Logistics,25 to 40
2020/2102-068/011,Ms,F,Permanent Resident,1991-07-16,Degree,"Bachelor of Science (Nursing), Curtin University of Technology &Bachelor of Business (HRM), Murdoch University",2019-02-22,Staff Nurse,68th,2020-07-22,2020-09-21,Part-Time,Individual,107,Bank Transfer,1388,3.8,L,61,Certificate in Digital Marketing,32,More Than 3.5,Others,25 to 40
2020/2102-069/012,Mr,M,Singaporean,1969-10-15,Degree,"Bachelor of Accountancy, jointly offered by NUS/NTU",2017-09-30,Senior Manager,69th,2020-09-30,2020-11-20,Part-Time,Sponsored,107,Bank Transfer,1388,2.5,L,51,Certificate in Digital Marketing,54,2 - 3,Management,40 and Above
2020/2102-069/013,Ms,F,Singaporean,1994-07-07,Degree,"Bachelor of Science in Business Management, University of Birmingham ",2016-11-30,Assistant Executive (Payroll),69th,2020-09-30,2020-11-20,Part-Time,Subsidiesed,107,Bank Transfer,1388,1.7,L,51,Certificate in Digital Marketing,30,1 - 2,Finance and Accounting,25 to 40
2020/2102-069/014,Ms,F,Singaporean,1968-10-17,Certificate,"FCHRM, SHRI Academy",2019-08-30,Administrator,69th,2020-09-30,2020-11-20,Part-Time,Individual,107,Bank Transfer,888,3.3,L,51,Certificate in Digital Marketing,55,3 - 3.5,Administration,40 and Above
2020/2102-069/015,Mr,M,Singaporean,1996-05-05,Diploma,"Diploma in Events Management, Kaplan",2018-10-30,No Designation,69th,2020-09-30,2020-11-20,Part-Time,Individual,107,Bank Transfer,1495,3.4,L,51,Certificate in Digital Marketing,28,3 - 3.5,Others,25 to 40
2020/2102-069/016,Mrs,F,Singaporean,1970-06-24,Diploma,"Diploma in Business, Marketing Institute of Singapore",2019-02-28,Admin Support Executive,69th,2020-09-30,2020-11-20,Part-Time,Sponsored,107,GIRO,1388,2.6,L,51,Certificate in Digital Marketing,54,2 - 3,Administration,40 and Above
2020/2102-069/017,Ms,F,Permanent Resident,1994-02-14,Degree,"Bachelor of Communications in Public Relations, Universiti Tunku Abdul Rahman",2018-03-30,Recruitment Consultant,69th,2020-09-30,2020-11-20,Part-Time,Individual,107,Bank Transfer,1388,2.3,L,51,Certificate in Digital Marketing,30,2 - 3,Human Resources,25 to 40
2020/2102-069/018,Ms,F,Permanent Resident,1989-02-12,Certificate,SPM,2019-07-30,Payroll Specialist,69th,2020-09-30,2020-11-20,Part-Time,Sponsored,107,Bank Transfer,1308,3.1,L,51,Certificate in Digital Marketing,35,3 - 3.5,Finance and Accounting,25 to 40
2020/2102-069/019,Ms,F,Singaporean,1984-05-12,Diploma,"Specialist Diploma in HRM, Nanyang Polytechnic",2017-02-28,No Designation,69th,2020-09-30,2020-11-20,Part-Time,Individual,107,Bank Transfer,1495,2.8,L,51,Certificate in Digital Marketing,40,2 - 3,Others,25 to 40
2020/2102-069/020,Ms,F,Singaporean,1977-02-13,Diploma,"Graduate Diploma in Business Administration (Operations & Logistics Management), SIM",2017-10-30,No Designation,69th,2020-09-30,2020-11-20,Part-Time,Individual,107,Bank Transfer,1495,3.0,L,51,Certificate in Digital Marketing,47,3 - 3.5,Others,40 and Above
2020/2102-069/021,Ms,F,Singaporean,1971-07-11,Graduate Diploma,"Graduate Diploma in HRM, SHRI",2017-02-28,HR Manager,69th,2020-09-30,2020-11-20,Part-Time,Individual,107,Bank Transfer,1415,1.9,L,51,Certificate in Digital Marketing,53,1 - 2,Human Resources,40 and Above
2020/2102-069/022,Ms,F,Singaporean,1961-01-04,Certificate,"O level, Private Secretary Certificate, LCCI",2019-02-28,Secretary,69th,2020-09-30,2020-11-20,Part-Time,Sponsored,107,Bank Transfer,1388,2.6,L,51,Certificate in Digital Marketing,63,2 - 3,Administration,40 and Above
2020/2102-070/023,Ms,F,Foreigner,2000-05-12,Certificate,SPM,2017-10-23,Admin Asst,70th,2020-01-22,2020-11-23,Part-Time,Sponsored,107,Bank Transfer,1388,3.1,F,306,Certificate in Digital Marketing,24,3 - 3.5,Administration,Below 25
2020/2102-070/024,Ms,F,Singaporean,1977-08-27,Diploma,"Diploma in Compensation & Benfits Management, SHRI Academy",2019-09-23,Office Dept Head,70th,2020-01-22,2020-11-23,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.7,L,306,Certificate in Digital Marketing,46,More Than 3.5,Administration,40 and Above
2020/2102-070/025,Ms,F,Permanent Resident,1992-02-09,Diploma,Diploma in Accountancy,2017-12-23,Account Senior,70th,2020-01-22,2020-11-23,Part-Time,Individual,107,Bank Transfer,1388,2.4,L,306,Certificate in Digital Marketing,32,2 - 3,Finance and Accounting,25 to 40
2020/2102-070/026,Ms,F,Singaporean,1992-06-09,Certificate,N Level,2019-10-23,Admin Officer,70th,2020-01-22,2020-11-23,Part-Time,Sponsored,107,Bank Transfer,1388,3.1,L,306,Certificate in Digital Marketing,32,3 - 3.5,Administration,25 to 40
2020/2102-070/027,Ms,F,Singaporean,1988-01-17,Degree,"Bachelor of Science in Banking & Finance, UOL",2018-08-23,Senior HR Executive,70th,2020-01-22,2020-11-23,Part-Time,Sponsored,107,Bank Transfer,1388,2.6,L,306,Certificate in Digital Marketing,36,2 - 3,Human Resources,25 to 40
2020/2102-070/028,Mr,M,Singaporean,1987-09-13,Degree,"Bachelor of Arts, NUS",2018-01-23,"Officer, Administration and Operations",70th,2020-01-22,2020-11-23,Part-Time,Subsidiesed,107,Bank Transfer,888,3.1,L,306,Certificate in Digital Marketing,36,3 - 3.5,Administration,25 to 40
2020/2102-070/029,Mr,M,Singaporean,1988-01-20,Degree,"Bachelor of Technology (Industrial & Management Engineering), NUS",2017-12-23,HR Executive,70th,2020-01-22,2020-11-23,Part-Time,Sponsored,107,Bank Transfer,1495,2.8,L,306,Certificate in Digital Marketing,36,2 - 3,Human Resources,25 to 40
2020/2102-070/030,Ms,F,Singaporean,1991-02-16,Degree,Postgraduate Diploma in Strategic Human Capital Management,2019-08-23,Human Reosurce Executive,70th,2020-01-22,2020-11-23,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.8,L,306,Certificate in Digital Marketing,33,More Than 3.5,Others,25 to 40
2020/2102-070/031,Ms,F,Singaporean,1972-09-06,Diploma,"Professional Diploma in Leadership and People Management, SSG / 'A' level",2017-12-23,No Designation,70th,2020-01-22,2020-11-23,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.3,L,306,Certificate in Digital Marketing,51,3 - 3.5,Others,40 and Above
2020/2102-070/032,Mr,M,Singaporean,1987-04-12,Degree,"Bachelor of Commerce in Human Resource Management, Murdoch University",2017-01-23,HR Executive,70th,2020-01-22,2020-11-23,Part-Time,Subsidiesed,107,Bank Transfer,1308,1.7,L,306,Certificate in Digital Marketing,37,1 - 2,Human Resources,25 to 40
2020/2102-070/033,Ms,F,Foreigner,1998-12-28,Certificate,SPM,2017-11-23,Receptionist,70th,2020-01-22,2020-11-23,Part-Time,Sponsored,107,Bank Transfer,1495,2.4,F,306,Certificate in Digital Marketing,25,2 - 3,Administration,Below 25
2020/2102-070/034,Ms,F,Singaporean,1973-12-07,Diploma,"Diploma in Integrated Logistics Management, The Logistics Academy Pte Ltd",2018-07-23,No Designation,70th,2020-01-22,2020-11-23,Part-Time,Subsidiesed,107,GIRO,1495,2.9,L,306,Certificate in Digital Marketing,50,2 - 3,Others,40 and Above
2020/2102-070/035,Ms,F,Singaporean,1978-12-10,Diploma,"Diploma in Product & Industrial Design, Temasek Polytechnic",2017-12-23,No Designation,70th,2020-01-22,2020-11-23,Part-Time,Subsidiesed,107,Bank Transfer,1415,3.1,L,306,Certificate in Digital Marketing,45,3 - 3.5,Others,40 and Above
2020/2102-070/036,Ms,F,Foreigner,1980-03-16,Master,"Master of Business Administration, Anna University, India ",2019-01-23,No Designation,70th,2020-01-22,2020-11-23,Part-Time,Individual,107,Bank Transfer,1388,2.8,L,306,Certificate in Digital Marketing,44,2 - 3,Others,40 and Above
2020/2102-070/037,Ms,F,Singaporean,1990-09-21,Degree,"Bachelor of Business, University of Tasmania",2017-09-23,No Designation,70th,2020-01-22,2020-11-23,Part-Time,Subsidiesed,107,Bank Transfer,1388,1.9,L,306,Certificate in Digital Marketing,33,1 - 2,Others,25 to 40
2020/2102-070/038,Ms,F,Singaporean,1983-12-01,Certificate,N level,2017-06-23,HR Assistant,70th,2020-01-22,2020-11-23,Part-Time,Subsidiesed,107,Bank Transfer,1388,1.9,L,306,Certificate in Digital Marketing,40,1 - 2,Human Resources,25 to 40
2020/2102-070/039,Ms,F,Singaporean,1974-01-23,Degree,"Bachelor of Communication, SIM University",2017-05-23,Senior Manager,70th,2020-01-22,2020-11-23,Part-Time,Individual,107,Bank Transfer,1388,1.8,L,306,Certificate in Digital Marketing,50,1 - 2,Management,40 and Above
2020/2102-070/040,Ms,F,Singaporean,1978-05-22,Degree,"Bachelor of Business Administration, University of South Australia",2017-05-23,HR Manager,70th,2020-01-22,2020-11-23,Part-Time,Subsidiesed,107,Bank Transfer,1388,2.8,L,306,Certificate in Digital Marketing,46,2 - 3,Human Resources,40 and Above
2020/2102-070/041,Ms,F,Singaporean,1993-04-02,Degree,"Bachelor of Science in Accounting & Finance, UOL",2019-06-23,No Designation,70th,2020-01-22,2020-11-23,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.6,L,306,Certificate in Digital Marketing,31,More Than 3.5,Others,25 to 40
2020/2102-070/042,Mr,M,Singaporean,1985-10-23,Degree,"Graduate Diploma in HRM, MDIS",2017-03-23,"Assistant Manager, Human Resources",70th,2020-01-22,2020-11-23,Part-Time,Individual,107,Bank Transfer,888,1.5,L,306,Certificate in Digital Marketing,38,1 - 2,Human Resources,25 to 40
2020/2102-070/043,Ms,F,Singaporean,1983-11-18,Certificate,"NTC-2 Chemical Process Technology, ITE",2017-05-23,"Associate, HR & Payroll",70th,2020-01-22,2020-11-23,Part-Time,Subsidiesed,107,Bank Transfer,1495,1.6,L,306,Certificate in Digital Marketing,40,1 - 2,Human Resources,25 to 40
2019/2102-063/001,Ms,F,Singaporean,1969-10-02,Degree,"Bachelor of Accountancy, NUS",2015-08-18,No Designation,63th,2019-02-18,2019-04-15,Part-Time,Individual,107,Bank Transfer,1388,3.0,L,56,Certificate in Digital Marketing,54,3 - 3.5,Others,40 and Above
2019/2102-063/002,Ms,F,Singaporean,1992-07-22,Certificate,O' level; Certificate for Emloyment Intermediaries (CEI) Basic,2017-12-18,Consultant,63th,2019-02-18,2019-04-15,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.9,L,56,Certificate in Digital Marketing,31,More Than 3.5,Others,25 to 40
2019/2102-063/003,Ms,F,Singaporean,1982-07-25,Diploma,"Diploma in Human Resource Management, PSB, ACTA",2016-06-18,No Designation,63th,2019-02-18,2019-04-15,Part-Time,Subsidiesed,107,Bank Transfer,1308,2.6,L,56,Certificate in Digital Marketing,41,2 - 3,Others,40 and Above
2019/2102-063/004,Ms,F,Permanent Resident,1962-11-30,Degree,"Bachelor of Science in Psychology, Lyceum of the Philippines",2015-03-18,Admin Executive,63th,2019-02-18,2019-04-15,Part-Time,Individual,107,Bank Transfer,1495,2.6,L,56,Certificate in Digital Marketing,61,2 - 3,Administration,40 and Above
2019/2102-063/005,Ms,F,Singaporean,1967-10-19,Certificate,O' level,2017-05-18,"Senior Vice President, Gaming Division",63th,2019-02-18,2019-04-15,Part-Time,Subsidiesed,107,Bank Transfer,1495,3.0,L,56,Certificate in Digital Marketing,56,3 - 3.5,Management,40 and Above
2019/2102-063/006,Ms,F,Singaporean,1971-05-07,Degree,"BSc in Business and Management Studies, University of Bradford",2016-06-18,Snr Admin Executive,63th,2019-02-18,2019-04-15,Part-Time,Sponsored,107,Bank Transfer,1415,2.3,L,56,Certificate in Digital Marketing,53,2 - 3,Administration,40 and Above
2019/2102-063/007,Ms,F,Singaporean,1983-03-22,Diploma,"Diploma in Maritime Studies, Institute of Maritime & Business Management (IMBM)",2016-05-18,No Designation,63th,2019-02-18,2019-04-15,Part-Time,Individual,107,Bank Transfer,1388,3.1,L,56,Certificate in Digital Marketing,41,3 - 3.5,Others,40 and Above
2019/2102-063/008,Ms,F,Singaporean,1979-11-11,Certificate,O' level,2016-03-18,No Designation,63th,2019-02-18,2019-04-15,Part-Time,Individual,107,Bank Transfer,1388,2.8,L,56,Certificate in Digital Marketing,44,2 - 3,Others,40 and Above
2019/2102-063/009,Ms,F,Singaporean,1992-04-29,Certificate,"Nitec in Product Design, ITE",2016-03-18,Waitress,63th,2019-02-18,2019-04-15,Part-Time,Individual,107,Bank Transfer,1388,2.3,L,56,Certificate in Digital Marketing,32,2 - 3,Technical and IT,25 to 40
2019/2102-064/010,Ms,F,Singaporean,1987-11-08,Diploma,"Diploma in Business & Human Resource Management, SHRI",2017-02-06,No Designation,64th,2019-05-06,2019-05-07,Part-Time,Individual,107,Bank Transfer,1388,3.3,L,1,Certificate in Digital Marketing,36,3 - 3.5,Others,25 to 40
2019/2102-064/011,Ms,F,Singaporean,1993-10-07,Degree,"Bachelor of Commerce in HRM, Murdoch University",2017-01-06,HR Executive,64th,2019-05-06,2019-05-07,Part-Time,Subsidiesed,107,Bank Transfer,1388,2.9,L,1,Certificate in Digital Marketing,30,2 - 3,Human Resources,25 to 40
2019/2102-064/012,Ms,F,Singaporean,1988-04-07,Diploma,"Diploma in Multimedia & Infocomm Technology, Nanyang Polytechnic",2015-09-06,Accounts Executive,64th,2019-05-06,2019-05-07,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.1,L,1,Certificate in Digital Marketing,36,3 - 3.5,Finance and Accounting,25 to 40
2019/2102-064/013,Ms,F,Foreigner,1989-07-24,No Qualifications,Unknown Institution / Qualification,2016-06-06,Accounts Executive,64th,2019-05-06,2019-05-07,Part-Time,Individual,107,Bank Transfer,888,2.5,F,1,Certificate in Digital Marketing,34,2 - 3,Finance and Accounting,25 to 40
2019/2102-064/014,Ms,F,Singaporean,1981-06-01,Diploma,"Diploma in Business Administration (HRM), PSB Academy ",2016-04-06,HR & Admin,64th,2019-05-06,2019-05-07,Part-Time,Subsidiesed,107,Bank Transfer,1495,3.0,L,1,Certificate in Digital Marketing,43,3 - 3.5,Human Resources,40 and Above
2019/2102-064/015,Ms,F,Permanent Resident,1984-08-04,Degree,"Bachelor of Arts in HRM with Organisational Psychology, Edinburgh Napier University",2016-09-06,Senior HR,64th,2019-05-06,2019-05-07,Part-Time,Sponsored,107,Bank Transfer,1388,2.2,F,1,Certificate in Digital Marketing,39,2 - 3,Human Resources,25 to 40
2019/2102-064/016,Ms,F,Singaporean,1993-07-18,Degree,"Bachelor of Arts in Business and Finance, Coventry University",2017-04-06,No Designation,64th,2019-05-06,2019-05-07,Part-Time,Individual,107,Bank Transfer,1388,2.2,L,1,Certificate in Digital Marketing,30,2 - 3,Others,25 to 40
2019/2102-064/017,Ms,F,Singaporean,1993-11-12,Degree,"Bachelor of Science in Mathematics and Economics, UOL",2015-08-06,HR Executive,64th,2019-05-06,2019-05-07,Part-Time,Individual,107,Bank Transfer,1308,1.5,L,1,Certificate in Digital Marketing,30,1 - 2,Human Resources,25 to 40
2019/2102-064/018,Mr,M,Singaporean,1981-10-12,Degree,"Bachelor of Commerce, Deakin University",2017-07-06,Manager,64th,2019-05-06,2019-05-07,Part-Time,Sponsored,107,Bank Transfer,1495,3.4,L,1,Certificate in Digital Marketing,42,3 - 3.5,Management,40 and Above
2019/2102-064/019,Ms,F,Singaporean,1984-02-10,Diploma,"Diploma in Business Administration (HRM), PSB Academy / CHRM, SHRI / Nitec in Office Skills, ITE",2018-06-06,Center Administrator,64th,2019-05-06,2019-05-07,Part-Time,Individual,107,Bank Transfer,1495,3.9,L,1,Certificate in Digital Marketing,40,More Than 3.5,Administration,25 to 40
2019/2102-064/020,Ms,F,Singaporean,1973-04-11,Certificate,"Certificate in Office Skills, ITE",2016-07-06,No Designation,64th,2019-05-06,2019-05-07,Part-Time,Subsidiesed,107,Bank Transfer,1415,3.4,L,1,Certificate in Digital Marketing,51,3 - 3.5,Others,40 and Above
2019/2102-064/021,Ms,F,Singaporean,1983-11-03,Diploma,"Diploma in Electrical Engineering, Singapore Polytechnic",2015-09-06,"Team Lead, Payroll & Billing",64th,2019-05-06,2019-05-07,Part-Time,Subsidiesed,107,Bank Transfer,1388,2.5,L,1,Certificate in Digital Marketing,40,2 - 3,Management,25 to 40
2019/2102-064/022,Ms,F,Singaporean,1982-07-21,Diploma,"Diploma in Electronics, Computer & Communication Engineering, Singapore Polytechnic",2016-05-06,Officer,64th,2019-05-06,2019-05-07,Part-Time,Subsidiesed,107,Bank Transfer,1388,2.2,L,1,Certificate in Digital Marketing,41,2 - 3,Administration,40 and Above
2019/2102-065/023,Ms,F,Singaporean,1965-05-08,Certificate,O' level,2017-02-22,Senior Executive,65th,2019-07-22,2019-09-20,Part-Time,Sponsored,107,Bank Transfer,1388,3.1,L,60,Certificate in Digital Marketing,59,3 - 3.5,Others,40 and Above
2019/2102-065/024,Ms,F,Singaporean,1972-01-13,Degree,"Bachelor of Commerce, University of Mumbai",2016-10-22,No Designation,65th,2019-07-22,2019-09-20,Part-Time,Individual,107,Bank Transfer,1388,2.9,L,60,Certificate in Digital Marketing,52,2 - 3,Others,40 and Above
2019/2102-065/025,Ms,F,Permanent Resident,1977-03-13,Degree,Unknown Institution / Qualification,2015-08-22,No Designation,65th,2019-07-22,2019-09-20,Part-Time,Individual,107,Bank Transfer,1388,2.8,L,60,Certificate in Digital Marketing,47,2 - 3,Others,40 and Above
2019/2102-065/026,Ms,F,Singaporean,1986-10-16,Diploma,"Diploma in Electrical & Computer Control Engineering, Singapore Polytechnic / Diploma in Social Service, SSTI / CHRM, SHRI Academy",2016-06-22,HR Assistant,65th,2019-07-22,2019-09-20,Part-Time,Individual,107,Bank Transfer,1388,2.2,L,60,Certificate in Digital Marketing,37,2 - 3,Human Resources,25 to 40
2019/2102-065/027,Ms,F,Foreigner,1982-05-20,Master,"Master of Business Administration (HR), Amity University, India",2018-08-22,No Designation,65th,2019-07-22,2019-09-20,Part-Time,Individual,107,Bank Transfer,888,3.1,F,60,Certificate in Digital Marketing,42,3 - 3.5,Others,40 and Above
2019/2102-065/028,Ms,F,Singaporean,1983-11-28,Diploma,"Diploma in Business Administration, PSB Academy",2016-04-22,HR & Admin Manager,65th,2019-07-22,2019-09-20,Part-Time,Sponsored,107,Bank Transfer,1495,2.2,L,60,Certificate in Digital Marketing,40,2 - 3,Human Resources,25 to 40
2019/2102-065/029,Ms,F,Foreigner,1973-10-13,Degree,"Bachelor of Business Administration, St Paul College of Dumaguete City, Philippines",2018-01-22,Senior Administrative Executive,65th,2019-07-22,2019-09-20,Part-Time,Individual,107,Bank Transfer,1388,3.2,F,60,Certificate in Digital Marketing,50,3 - 3.5,Administration,40 and Above
2019/2102-065/030,Ms,F,Permanent Resident,1985-02-28,Diploma,"Diploma in Business Administration (HRM), PSB Academy",2016-01-22,Human Resource Administrator,65th,2019-07-22,2019-09-20,Part-Time,Sponsored,107,Bank Transfer,1388,3.1,F,60,Certificate in Digital Marketing,39,3 - 3.5,Human Resources,25 to 40
2019/2102-065/031,Ms,F,Permanent Resident,1993-04-23,Degree,"Bachelor of Business Administration (Honours), Universiti Tunku Abdul Rahman",2018-03-22,HR Executive,65th,2019-07-22,2019-09-20,Part-Time,Sponsored,107,Bank Transfer,1308,2.8,F,60,Certificate in Digital Marketing,31,2 - 3,Human Resources,25 to 40
2019/2102-065/032,Ms,F,Singaporean,1967-09-16,Certificate,A' level,2017-02-22,No Designation,65th,2019-07-22,2019-09-20,Part-Time,Subsidiesed,107,Bank Transfer,1495,2.2,L,60,Certificate in Digital Marketing,56,2 - 3,Others,40 and Above
2019/2102-065/033,Ms,F,Singaporean,1974-02-07,Diploma,"Advanced Diploma in Business Administration, University of Technology Sydney/IBMEC",2015-08-22,Assistant Manager (Admin Support),65th,2019-07-22,2019-09-20,Part-Time,Individual,107,Bank Transfer,1495,1.7,L,60,Certificate in Digital Marketing,50,1 - 2,Administration,40 and Above
2019/2102-065/034,Ms,F,Singaporean,1992-09-03,Degree,"Bachelor of Science in Business, University of London",2016-08-22,HR Officer,65th,2019-07-22,2019-09-20,Part-Time,Subsidiesed,107,Bank Transfer,1415,2.2,L,60,Certificate in Digital Marketing,31,2 - 3,Human Resources,25 to 40
2019/2102-065/035,Ms,F,Singaporean,1977-10-16,Diploma,Unknown Institution / Qualification,2016-12-22,HR/Admin,65th,2019-07-22,2019-09-20,Part-Time,Sponsored,107,Bank Transfer,1388,2.8,L,60,Certificate in Digital Marketing,46,2 - 3,Human Resources,40 and Above
2019/2102-065/036,Ms,F,Foreigner,1989-02-22,Diploma,"Diploma in Accountancy, Kaplan Higher Education Institute",2018-04-22,Admin cum Payroll Officer,65th,2019-07-22,2019-09-20,Part-Time,Individual,107,Bank Transfer,1388,3.7,F,60,Certificate in Digital Marketing,35,More Than 3.5,Administration,25 to 40
2019/2102-065/037,Ms,F,Permanent Resident,1984-02-24,Master,"MBA, Mangalore University",2016-06-22,No Designation,65th,2019-07-22,2019-09-20,Part-Time,Individual,107,Bank Transfer,1388,2.5,F,60,Certificate in Digital Marketing,40,2 - 3,Others,25 to 40
2019/2102-065/038,Ms,F,Singaporean,1979-07-06,Degree,"Bachelor of Arts in Human Resource Management with Organisational Psychology, SHRI Academy",2016-03-22,Training Coordinator,65th,2019-07-22,2019-09-20,Part-Time,Subsidiesed,107,Bank Transfer,1388,1.9,L,60,Certificate in Digital Marketing,45,1 - 2,Operations and Logistics,40 and Above
2019/2102-065/039,Ms,F,Permanent Resident,1983-07-18,Degree,"Bachelor of Business Administration, Xi'an Shiyou University, China",2017-04-22,HR Executive,65th,2019-07-22,2019-09-20,Part-Time,Sponsored,107,Bank Transfer,1388,2.3,F,60,Certificate in Digital Marketing,40,2 - 3,Human Resources,25 to 40
2019/2102-065/040,Ms,F,Singaporean,1992-01-12,Degree,"Bachelor of Arts in Accounting & Financial Management, The University of Sheffield",2016-01-22,Client Accountant,65th,2019-07-22,2019-09-20,Part-Time,Sponsored,107,Bank Transfer,1388,3.1,L,60,Certificate in Digital Marketing,32,3 - 3.5,Finance and Accounting,25 to 40
2019/2102-065/041,Ms,F,Singaporean,1981-08-18,Diploma,"Diploma in Business & HRM, SHRI",2017-01-22,HR & Admin Officer,65th,2019-07-22,2019-09-20,Part-Time,Subsidiesed,107,Bank Transfer,888,2.9,L,60,Certificate in Digital Marketing,42,2 - 3,Human Resources,40 and Above
2019/2102-065/042,Ms,F,Permanent Resident,1984-03-23,Degree,"Bachelor of Science (Agriculture), Kerala Agriculture University",2018-06-22,Corporate Service Executive,65th,2019-07-22,2019-09-20,Part-Time,Individual,107,Bank Transfer,1495,3.7,F,60,Certificate in Digital Marketing,40,More Than 3.5,Customer Service and Sales,25 to 40
2019/2102-065/043,Ms,F,Singaporean,1991-03-12,Degree,"Bachelor of Commerce in HRM,   Murdoch University",2015-11-22,Senior Eexcutive,65th,2019-07-22,2019-09-20,Part-Time,Sponsored,107,Bank Transfer,1388,1.5,L,60,Certificate in Digital Marketing,33,1 - 2,Others,25 to 40
2019/2102-066/044,Ms,F,Singaporean,1967-03-17,Certificate,A' level,2016-05-25,No Designation,66th,2019-09-25,2019-11-22,Part-Time,Subsidiesed,107,Bank Transfer,1388,2.0,L,58,Certificate in Digital Marketing,57,2 - 3,Others,40 and Above
2019/2102-066/045,Ms,F,Singaporean,1984-01-15,Diploma,"Diploma in Accountancy, Ngee Ann Polytechnic",2018-04-25,Accountant,66th,2019-09-25,2019-11-22,Part-Time,Subsidiesed,107,Bank Transfer,1308,3.9,L,58,Certificate in Digital Marketing,40,More Than 3.5,Finance and Accounting,25 to 40
2019/2102-066/046,Ms,F,Foreigner,1994-04-10,Diploma,Diploma in Commerce (Human Resource Management),2016-04-25,HR Assistant,66th,2019-09-25,2019-11-22,Part-Time,Sponsored,107,Bank Transfer,1495,2.5,F,58,Certificate in Digital Marketing,30,2 - 3,Human Resources,25 to 40
2019/2102-066/047,Ms,F,Singaporean,1965-02-12,Diploma,"Diploma in Business Adminsitration, Singapore Polytechnic",2015-10-25,Snr HR Executive,66th,2019-09-25,2019-11-22,Part-Time,Sponsored,107,Bank Transfer,1495,2.8,L,58,Certificate in Digital Marketing,59,2 - 3,Human Resources,40 and Above
2019/2102-066/048,Ms,F,Singaporean,1965-05-09,Diploma,"Diploma in Personnel Management, National Productivity Board ",2018-09-25,Snr HR Executive,66th,2019-09-25,2019-11-22,Part-Time,Sponsored,107,Bank Transfer,1415,3.5,L,58,Certificate in Digital Marketing,59,More Than 3.5,Human Resources,40 and Above
2019/2102-066/049,Ms,F,Foreigner,1983-09-05,Degree,"Bachelor of Science in Psychology, Lyceum of the Philippines",2016-12-25,Labour Admin Executive,66th,2019-09-25,2019-11-22,Part-Time,Individual,107,Bank Transfer,1388,3.2,F,58,Certificate in Digital Marketing,40,3 - 3.5,Administration,25 to 40
2019/2102-066/050,Ms,F,Foreigner,1983-05-12,Degree,"Bachelor in Banking and Finance, Polytechnic University of the Philippines",2017-01-25,HR Payroll Analyst,66th,2019-09-25,2019-11-22,Part-Time,Individual,107,Bank Transfer,1388,3.4,F,58,Certificate in Digital Marketing,41,3 - 3.5,Human Resources,40 and Above
2019/2102-066/051,Ms,F,Foreigner,1978-09-27,Degree,"Bachelor of Science in Accountancy, University of Santo Tomas",2017-10-25,Payroll,66th,2019-09-25,2019-11-22,Part-Time,Individual,107,Bank Transfer,1388,2.9,F,58,Certificate in Digital Marketing,45,2 - 3,Finance and Accounting,40 and Above
2019/2102-066/052,Ms,F,Singaporean,1981-10-08,Diploma,"Diploma in Human Resource Management, PSB Academy",2016-03-25,People Ops Specialist - APAC,66th,2019-09-25,2019-11-22,Part-Time,Subsidiesed,107,Bank Transfer,1388,2.5,L,58,Certificate in Digital Marketing,42,2 - 3,Human Resources,40 and Above
2019/2102-067/053,Ms,F,Singaporean,1986-11-27,Degree,"Bachelor of Communication, Murdoch University",2017-12-25,Editor,67th,2019-11-25,2020-01-17,Part-Time,Subsidiesed,107,Bank Transfer,1388,2.8,L,53,Certificate in Digital Marketing,37,2 - 3,Technical and IT,25 to 40
2019/2102-067/054,Ms,F,Singaporean,1990-04-18,Certificate,"Certificate in HRM, SHRI Academy",2016-01-25,HRM,67th,2019-11-25,2020-01-17,Part-Time,Individual,107,Bank Transfer,1388,1.6,L,53,Certificate in Digital Marketing,34,1 - 2,Human Resources,25 to 40
