STUDENT ID,SALUTATION,GENDER,NATIONALITY,DOB,HIGHEST QUALIFICATION,NAME OF QUALIFICATION AND INSTITUTION,DATE ATTAINED HIGHEST QUALIFICATION,DESIGNATION,INTAKE NO,COMMENCEMENT DATE,COMPLETION DATE,FULL-TIME OR PART-TIME,COURSE FUNDING,REGISTRATION FEE,PAYMENT MODE,COURSE FEE,GPA,CITIZENSHIP_STATUS,date_diff,COURSE,Age,GPA Category,Job Category,Age Group
2020/2102-068/008,Ms,F,Singaporean,17/12/1980,Degree,"Bachelor of Human Resource Management, SUSS",22/10/2018,HR Executive,68th,22/7/2020,21/9/2020,Part-Time,Sponsored,107,Bank Transfer,1495,3.2,L,61,Certificate in Digital Marketing,43,3 - 3.5,Human Resources,40 and Above
2020/2102-068/009,Ms,F,Permanent Resident,24/11/1992,Degree,"Bachelor of Economics, University of Malaya",22/6/2019,HR Executive,68th,22/7/2020,21/9/2020,Part-Time,Sponsored,107,Bank Transfer,1388,2.8,L,61,Certificate in Digital Marketing,31,2-Mar,Human Resources,25 to 40
2020/2102-068/010,Mr,M,Singaporean,26/2/1990,Degree,"Bachelor of Science  in Chemical Engineering, Singapore Institute of Technology",22/6/2018,Operations Executive,68th,22/7/2020,21/9/2020,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.1,L,61,Certificate in Digital Marketing,34,3 - 3.5,Operations and Logistics,25 to 40
2020/2102-068/011,Ms,F,Permanent Resident,16/7/1991,Degree,"Bachelor of Science (Nursing), Curtin University of Technology &Bachelor of Business (HRM), Murdoch University",22/2/2019,Staff Nurse,68th,22/7/2020,21/9/2020,Part-Time,Individual,107,Bank Transfer,1388,3.8,L,61,Certificate in Digital Marketing,32,More Than 3.5,Others,25 to 40
2020/2102-069/012,Mr,M,Singaporean,15/10/1969,Degree,"Bachelor of Accountancy, jointly offered by NUS/NTU",30/9/2017,Senior Manager,69th,30/9/2020,20/11/2020,Part-Time,Sponsored,107,Bank Transfer,1388,2.5,L,51,Certificate in Digital Marketing,54,2-Mar,Management,40 and Above
2020/2102-069/013,Ms,F,Singaporean,7/7/1994,Degree,"Bachelor of Science in Business Management, University of Birmingham ",30/11/2016,Assistant Executive (Payroll),69th,30/9/2020,20/11/2020,Part-Time,Subsidiesed,107,Bank Transfer,1388,1.7,L,51,Certificate in Digital Marketing,30,1-Feb,Finance and Accounting,25 to 40
2020/2102-069/014,Ms,F,Singaporean,17/10/1968,Certificate,"FCHRM, SHRI Academy",30/8/2019,Administrator,69th,30/9/2020,20/11/2020,Part-Time,Individual,107,Bank Transfer,888,3.3,L,51,Certificate in Digital Marketing,55,3 - 3.5,Administration,40 and Above
2020/2102-069/015,Mr,M,Singaporean,5/5/1996,Diploma,"Diploma in Events Management, Kaplan",30/10/2018,No Designation,69th,30/9/2020,20/11/2020,Part-Time,Individual,107,Bank Transfer,1495,3.4,L,51,Certificate in Digital Marketing,28,3 - 3.5,Others,25 to 40
2020/2102-069/016,Mrs,F,Singaporean,24/6/1970,Diploma,"Diploma in Business, Marketing Institute of Singapore",28/2/2019,Admin Support Executive,69th,30/9/2020,20/11/2020,Part-Time,Sponsored,107,GIRO,1388,2.6,L,51,Certificate in Digital Marketing,54,2-Mar,Administration,40 and Above
2020/2102-069/017,Ms,F,Permanent Resident,14/2/1994,Degree,"Bachelor of Communications in Public Relations, Universiti Tunku Abdul Rahman",30/3/2018,Recruitment Consultant,69th,30/9/2020,20/11/2020,Part-Time,Individual,107,Bank Transfer,1388,2.3,L,51,Certificate in Digital Marketing,30,2-Mar,Human Resources,25 to 40
2020/2102-069/018,Ms,F,Permanent Resident,12/2/1989,Certificate,SPM,30/7/2019,Payroll Specialist,69th,30/9/2020,20/11/2020,Part-Time,Sponsored,107,Bank Transfer,1308,3.1,L,51,Certificate in Digital Marketing,35,3 - 3.5,Finance and Accounting,25 to 40
2020/2102-069/019,Ms,F,Singaporean,12/5/1984,Diploma,"Specialist Diploma in HRM, Nanyang Polytechnic",28/2/2017,No Designation,69th,30/9/2020,20/11/2020,Part-Time,Individual,107,Bank Transfer,1495,2.8,L,51,Certificate in Digital Marketing,40,2-Mar,Others,25 to 40
2020/2102-069/020,Ms,F,Singaporean,13/2/1977,Diploma,"Graduate Diploma in Business Administration (Operations & Logistics Management), SIM",30/10/2017,No Designation,69th,30/9/2020,20/11/2020,Part-Time,Individual,107,Bank Transfer,1495,3,L,51,Certificate in Digital Marketing,47,3 - 3.5,Others,40 and Above
2020/2102-069/021,Ms,F,Singaporean,11/7/1971,Graduate Diploma,"Graduate Diploma in HRM, SHRI",28/2/2017,HR Manager,69th,30/9/2020,20/11/2020,Part-Time,Individual,107,Bank Transfer,1415,1.9,L,51,Certificate in Digital Marketing,53,1-Feb,Human Resources,40 and Above
2020/2102-069/022,Ms,F,Singaporean,4/1/1961,Certificate,"O level, Private Secretary Certificate, LCCI",28/2/2019,Secretary,69th,30/9/2020,20/11/2020,Part-Time,Sponsored,107,Bank Transfer,1388,2.6,L,51,Certificate in Digital Marketing,63,2-Mar,Administration,40 and Above
2020/2102-070/023,Ms,F,Foreigner,12/5/2000,Certificate,SPM,23/10/2017,Admin Asst,70th,22/1/2020,23/11/2020,Part-Time,Sponsored,107,Bank Transfer,1388,3.1,F,306,Certificate in Digital Marketing,24,3 - 3.5,Administration,Below 25
2020/2102-070/024,Ms,F,Singaporean,27/8/1977,Diploma,"Diploma in Compensation & Benfits Management, SHRI Academy",23/9/2019,Office Dept Head,70th,22/1/2020,23/11/2020,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.7,L,306,Certificate in Digital Marketing,46,More Than 3.5,Administration,40 and Above
2020/2102-070/025,Ms,F,Permanent Resident,9/2/1992,Diploma,Diploma in Accountancy,23/12/2017,Account Senior,70th,22/1/2020,23/11/2020,Part-Time,Individual,107,Bank Transfer,1388,2.4,L,306,Certificate in Digital Marketing,32,2-Mar,Finance and Accounting,25 to 40
2020/2102-070/026,Ms,F,Singaporean,9/6/1992,Certificate,N Level,23/10/2019,Admin Officer,70th,22/1/2020,23/11/2020,Part-Time,Sponsored,107,Bank Transfer,1388,3.1,L,306,Certificate in Digital Marketing,32,3 - 3.5,Administration,25 to 40
2020/2102-070/027,Ms,F,Singaporean,17/1/1988,Degree,"Bachelor of Science in Banking & Finance, UOL",23/8/2018,Senior HR Executive,70th,22/1/2020,23/11/2020,Part-Time,Sponsored,107,Bank Transfer,1388,2.6,L,306,Certificate in Digital Marketing,36,2-Mar,Human Resources,25 to 40
2020/2102-070/028,Mr,M,Singaporean,13/9/1987,Degree,"Bachelor of Arts, NUS",23/1/2018,"Officer, Administration and Operations",70th,22/1/2020,23/11/2020,Part-Time,Subsidiesed,107,Bank Transfer,888,3.1,L,306,Certificate in Digital Marketing,36,3 - 3.5,Administration,25 to 40
2020/2102-070/029,Mr,M,Singaporean,20/1/1988,Degree,"Bachelor of Technology (Industrial & Management Engineering), NUS",23/12/2017,HR Executive,70th,22/1/2020,23/11/2020,Part-Time,Sponsored,107,Bank Transfer,1495,2.8,L,306,Certificate in Digital Marketing,36,2-Mar,Human Resources,25 to 40
2020/2102-070/030,Ms,F,Singaporean,16/2/1991,Degree,Postgraduate Diploma in Strategic Human Capital Management,23/8/2019,Human Reosurce Executive,70th,22/1/2020,23/11/2020,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.8,L,306,Certificate in Digital Marketing,33,More Than 3.5,Others,25 to 40
2020/2102-070/031,Ms,F,Singaporean,6/9/1972,Diploma,"Professional Diploma in Leadership and People Management, SSG / 'A' level",23/12/2017,No Designation,70th,22/1/2020,23/11/2020,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.3,L,306,Certificate in Digital Marketing,51,3 - 3.5,Others,40 and Above
2020/2102-070/032,Mr,M,Singaporean,12/4/1987,Degree,"Bachelor of Commerce in Human Resource Management, Murdoch University",23/1/2017,HR Executive,70th,22/1/2020,23/11/2020,Part-Time,Subsidiesed,107,Bank Transfer,1308,1.7,L,306,Certificate in Digital Marketing,37,1-Feb,Human Resources,25 to 40
2020/2102-070/033,Ms,F,Foreigner,28/12/1998,Certificate,SPM,23/11/2017,Receptionist,70th,22/1/2020,23/11/2020,Part-Time,Sponsored,107,Bank Transfer,1495,2.4,F,306,Certificate in Digital Marketing,25,2-Mar,Administration,Below 25
2020/2102-070/034,Ms,F,Singaporean,7/12/1973,Diploma,"Diploma in Integrated Logistics Management, The Logistics Academy Pte Ltd",23/7/2018,No Designation,70th,22/1/2020,23/11/2020,Part-Time,Subsidiesed,107,GIRO,1495,2.9,L,306,Certificate in Digital Marketing,50,2-Mar,Others,40 and Above
2020/2102-070/035,Ms,F,Singaporean,10/12/1978,Diploma,"Diploma in Product & Industrial Design, Temasek Polytechnic",23/12/2017,No Designation,70th,22/1/2020,23/11/2020,Part-Time,Subsidiesed,107,Bank Transfer,1415,3.1,L,306,Certificate in Digital Marketing,45,3 - 3.5,Others,40 and Above
2020/2102-070/036,Ms,F,Foreigner,16/3/1980,Master,"Master of Business Administration, Anna University, India ",23/1/2019,No Designation,70th,22/1/2020,23/11/2020,Part-Time,Individual,107,Bank Transfer,1388,2.8,L,306,Certificate in Digital Marketing,44,2-Mar,Others,40 and Above
2020/2102-070/037,Ms,F,Singaporean,21/9/1990,Degree,"Bachelor of Business, University of Tasmania",23/9/2017,No Designation,70th,22/1/2020,23/11/2020,Part-Time,Subsidiesed,107,Bank Transfer,1388,1.9,L,306,Certificate in Digital Marketing,33,1-Feb,Others,25 to 40
2020/2102-070/038,Ms,F,Singaporean,1/12/1983,Certificate,N level,23/6/2017,HR Assistant,70th,22/1/2020,23/11/2020,Part-Time,Subsidiesed,107,Bank Transfer,1388,1.9,L,306,Certificate in Digital Marketing,40,1-Feb,Human Resources,25 to 40
2020/2102-070/039,Ms,F,Singaporean,23/1/1974,Degree,"Bachelor of Communication, SIM University",23/5/2017,Senior Manager,70th,22/1/2020,23/11/2020,Part-Time,Individual,107,Bank Transfer,1388,1.8,L,306,Certificate in Digital Marketing,50,1-Feb,Management,40 and Above
2020/2102-070/040,Ms,F,Singaporean,22/5/1978,Degree,"Bachelor of Business Administration, University of South Australia",23/5/2017,HR Manager,70th,22/1/2020,23/11/2020,Part-Time,Subsidiesed,107,Bank Transfer,1388,2.8,L,306,Certificate in Digital Marketing,46,2-Mar,Human Resources,40 and Above
2020/2102-070/041,Ms,F,Singaporean,2/4/1993,Degree,"Bachelor of Science in Accounting & Finance, UOL",23/6/2019,No Designation,70th,22/1/2020,23/11/2020,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.6,L,306,Certificate in Digital Marketing,31,More Than 3.5,Others,25 to 40
2020/2102-070/042,Mr,M,Singaporean,23/10/1985,Degree,"Graduate Diploma in HRM, MDIS",23/3/2017,"Assistant Manager, Human Resources",70th,22/1/2020,23/11/2020,Part-Time,Individual,107,Bank Transfer,888,1.5,L,306,Certificate in Digital Marketing,38,1-Feb,Human Resources,25 to 40
2020/2102-070/043,Ms,F,Singaporean,18/11/1983,Certificate,"NTC-2 Chemical Process Technology, ITE",23/5/2017,"Associate, HR & Payroll",70th,22/1/2020,23/11/2020,Part-Time,Subsidiesed,107,Bank Transfer,1495,1.6,L,306,Certificate in Digital Marketing,40,1-Feb,Human Resources,25 to 40
2019/2102-063/001,Ms,F,Singaporean,2/10/1969,Degree,"Bachelor of Accountancy, NUS",18/8/2015,No Designation,63th,18/2/2019,15/4/2019,Part-Time,Individual,107,Bank Transfer,1388,3,L,56,Certificate in Digital Marketing,54,3 - 3.5,Others,40 and Above
2019/2102-063/002,Ms,F,Singaporean,22/7/1992,Certificate,O' level; Certificate for Emloyment Intermediaries (CEI) Basic,18/12/2017,Consultant,63th,18/2/2019,15/4/2019,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.9,L,56,Certificate in Digital Marketing,31,More Than 3.5,Others,25 to 40
2019/2102-063/003,Ms,F,Singaporean,25/7/1982,Diploma,"Diploma in Human Resource Management, PSB, ACTA",18/6/2016,No Designation,63th,18/2/2019,15/4/2019,Part-Time,Subsidiesed,107,Bank Transfer,1308,2.6,L,56,Certificate in Digital Marketing,41,2-Mar,Others,40 and Above
2019/2102-063/004,Ms,F,Permanent Resident,30/11/1962,Degree,"Bachelor of Science in Psychology, Lyceum of the Philippines",18/3/2015,Admin Executive,63th,18/2/2019,15/4/2019,Part-Time,Individual,107,Bank Transfer,1495,2.6,L,56,Certificate in Digital Marketing,61,2-Mar,Administration,40 and Above
2019/2102-063/005,Ms,F,Singaporean,19/10/1967,Certificate,O' level,18/5/2017,"Senior Vice President, Gaming Division",63th,18/2/2019,15/4/2019,Part-Time,Subsidiesed,107,Bank Transfer,1495,3,L,56,Certificate in Digital Marketing,56,3 - 3.5,Management,40 and Above
2019/2102-063/006,Ms,F,Singaporean,7/5/1971,Degree,"BSc in Business and Management Studies, University of Bradford",18/6/2016,Snr Admin Executive,63th,18/2/2019,15/4/2019,Part-Time,Sponsored,107,Bank Transfer,1415,2.3,L,56,Certificate in Digital Marketing,53,2-Mar,Administration,40 and Above
2019/2102-063/007,Ms,F,Singaporean,22/3/1983,Diploma,"Diploma in Maritime Studies, Institute of Maritime & Business Management (IMBM)",18/5/2016,No Designation,63th,18/2/2019,15/4/2019,Part-Time,Individual,107,Bank Transfer,1388,3.1,L,56,Certificate in Digital Marketing,41,3 - 3.5,Others,40 and Above
2019/2102-063/008,Ms,F,Singaporean,11/11/1979,Certificate,O' level,18/3/2016,No Designation,63th,18/2/2019,15/4/2019,Part-Time,Individual,107,Bank Transfer,1388,2.8,L,56,Certificate in Digital Marketing,44,2-Mar,Others,40 and Above
2019/2102-063/009,Ms,F,Singaporean,29/4/1992,Certificate,"Nitec in Product Design, ITE",18/3/2016,Waitress,63th,18/2/2019,15/4/2019,Part-Time,Individual,107,Bank Transfer,1388,2.3,L,56,Certificate in Digital Marketing,32,2-Mar,Technical and IT,25 to 40
2019/2102-064/010,Ms,F,Singaporean,8/11/1987,Diploma,"Diploma in Business & Human Resource Management, SHRI",6/2/2017,No Designation,64th,6/5/2019,7/5/2019,Part-Time,Individual,107,Bank Transfer,1388,3.3,L,1,Certificate in Digital Marketing,36,3 - 3.5,Others,25 to 40
2019/2102-064/011,Ms,F,Singaporean,7/10/1993,Degree,"Bachelor of Commerce in HRM, Murdoch University",6/1/2017,HR Executive,64th,6/5/2019,7/5/2019,Part-Time,Subsidiesed,107,Bank Transfer,1388,2.9,L,1,Certificate in Digital Marketing,30,2-Mar,Human Resources,25 to 40
2019/2102-064/012,Ms,F,Singaporean,7/4/1988,Diploma,"Diploma in Multimedia & Infocomm Technology, Nanyang Polytechnic",6/9/2015,Accounts Executive,64th,6/5/2019,7/5/2019,Part-Time,Subsidiesed,107,Bank Transfer,1388,3.1,L,1,Certificate in Digital Marketing,36,3 - 3.5,Finance and Accounting,25 to 40
2019/2102-064/013,Ms,F,Foreigner,24/7/1989,No Qualifications,Unknown Institution / Qualification,6/6/2016,Accounts Executive,64th,6/5/2019,7/5/2019,Part-Time,Individual,107,Bank Transfer,888,2.5,F,1,Certificate in Digital Marketing,34,2-Mar,Finance and Accounting,25 to 40
2019/2102-064/014,Ms,F,Singaporean,1/6/1981,Diploma,"Diploma in Business Administration (HRM), PSB Academy ",6/4/2016,HR & Admin,64th,6/5/2019,7/5/2019,Part-Time,Subsidiesed,107,Bank Transfer,1495,3,L,1,Certificate in Digital Marketing,43,3 - 3.5,Human Resources,40 and Above
2019/2102-064/015,Ms,F,Permanent Resident,4/8/1984,Degree,"Bachelor of Arts in HRM with Organisational Psychology, Edinburgh Napier University",6/9/2016,Senior HR,64th,6/5/2019,7/5/2019,Part-Time,Sponsored,107,Bank Transfer,1388,2.2,F,1,Certificate in Digital Marketing,39,2-Mar,Human Resources,25 to 40
2019/2102-064/016,Ms,F,Singaporean,18/7/1993,Degree,"Bachelor of Arts in Business and Finance, Coventry University",6/4/2017,No Designation,64th,6/5/2019,7/5/2019,Part-Time,Individual,107,Bank Transfer,1388,2.2,L,1,Certificate in Digital Marketing,30,2-Mar,Others,25 to 40
2019/2102-064/017,Ms,F,Singaporean,12/11/1993,Degree,"Bachelor of Science in Mathematics and Economics, UOL",6/8/2015,HR Executive,64th,6/5/2019,7/5/2019,Part-Time,Individual,107,Bank Transfer,1308,1.5,L,1,Certificate in Digital Marketing,30,1-Feb,Human Resources,25 to 40
2019/2102-064/018,Mr,M,Singaporean,12/10/1981,Degree,"Bachelor of Commerce, Deakin University",6/7/2017,Manager,64th,6/5/2019,7/5/2019,Part-Time,Sponsored,107,Bank Transfer,1495,3.4,L,1,Certificate in Digital Marketing,42,3 - 3.5,Management,40 and Above
2019/2102-064/019,Ms,F,Singaporean,10/2/1984,Diploma,"Diploma in Business Administration (HRM), PSB Academy / CHRM, SHRI / Nitec in Office Skills, ITE",6/6/2018,Center Administrator,64th,6/5/2019,7/5/2019,Part-Time,Individual,107,Bank Transfer,1495,3.9,L,1,Certificate in Digital Marketing,40,More Than 3.5,Administration,25 to 40
2019/2102-064/020,Ms,F,Singaporean,11/4/1973,Certificate,"Certificate in Office Skills, ITE",6/7/2016,No Designation,64th,6/5/2019,7/5/2019,Part-Time,Subsidiesed,107,Bank Transfer,1415,3.4,L,1,Certificate in Digital Marketing,51,3 - 3.5,Others,40 and Above
2019/2102-064/021,Ms,F,Singaporean,3/11/1983,Diploma,"Diploma in Electrical Engineering, Singapore Polytechnic",6/9/2015,"Team Lead, Payroll & Billing",64th,6/5/2019,7/5/2019,Part-Time,Subsidiesed,107,Bank Transfer,1388,2.5,L,1,Certificate in Digital Marketing,40,2-Mar,Management,25 to 40
2019/2102-064/022,Ms,F,Singaporean,21/7/1982,Diploma,"Diploma in Electronics, Computer & Communication Engineering, Singapore Polytechnic",6/5/2016,Officer,64th,6/5/2019,7/5/2019,Part-Time,Subsidiesed,107,Bank Transfer,1388,2.2,L,1,Certificate in Digital Marketing,41,2-Mar,Administration,40 and Above
2019/2102-065/023,Ms,F,Singaporean,8/5/1965,Certificate,O' level,22/2/2017,Senior Executive,65th,22/7/2019,20/9/2019,Part-Time,Sponsored,107,Bank Transfer,1388,3.1,L,60,Certificate in Digital Marketing,59,3 - 3.5,Others,40 and Above
2019/2102-065/024,Ms,F,Singaporean,13/1/1972,Degree,"Bachelor of Commerce, University of Mumbai",22/10/2016,No Designation,65th,22/7/2019,20/9/2019,Part-Time,Individual,107,Bank Transfer,1388,2.9,L,60,Certificate in Digital Marketing,52,2-Mar,Others,40 and Above
2019/2102-065/025,Ms,F,Permanent Resident,13/3/1977,Degree,Unknown Institution / Qualification,22/8/2015,No Designation,65th,22/7/2019,20/9/2019,Part-Time,Individual,107,Bank Transfer,1388,2.8,L,60,Certificate in Digital Marketing,47,2-Mar,Others,40 and Above
2019/2102-065/026,Ms,F,Singaporean,16/10/1986,Diploma,"Diploma in Electrical & Computer Control Engineering, Singapore Polytechnic / Diploma in Social Service, SSTI / CHRM, SHRI Academy",22/6/2016,HR Assistant,65th,22/7/2019,20/9/2019,Part-Time,Individual,107,Bank Transfer,1388,2.2,L,60,Certificate in Digital Marketing,37,2-Mar,Human Resources,25 to 40
2019/2102-065/027,Ms,F,Foreigner,20/5/1982,Master,"Master of Business Administration (HR), Amity University, India",22/8/2018,No Designation,65th,22/7/2019,20/9/2019,Part-Time,Individual,107,Bank Transfer,888,3.1,F,60,Certificate in Digital Marketing,42,3 - 3.5,Others,40 and Above
2019/2102-065/028,Ms,F,Singaporean,28/11/1983,Diploma,"Diploma in Business Administration, PSB Academy",22/4/2016,HR & Admin Manager,65th,22/7/2019,20/9/2019,Part-Time,Sponsored,107,Bank Transfer,1495,2.2,L,60,Certificate in Digital Marketing,40,2-Mar,Human Resources,25 to 40
2019/2102-065/029,Ms,F,Foreigner,13/10/1973,Degree,"Bachelor of Business Administration, St Paul College of Dumaguete City, Philippines",22/1/2018,Senior Administrative Executive,65th,22/7/2019,20/9/2019,Part-Time,Individual,107,Bank Transfer,1388,3.2,F,60,Certificate in Digital Marketing,50,3 - 3.5,Administration,40 and Above
2019/2102-065/030,Ms,F,Permanent Resident,28/2/1985,Diploma,"Diploma in Business Administration (HRM), PSB Academy",22/1/2016,Human Resource Administrator,65th,22/7/2019,20/9/2019,Part-Time,Sponsored,107,Bank Transfer,1388,3.1,F,60,Certificate in Digital Marketing,39,3 - 3.5,Human Resources,25 to 40
2019/2102-065/031,Ms,F,Permanent Resident,23/4/1993,Degree,"Bachelor of Business Administration (Honours), Universiti Tunku Abdul Rahman",22/3/2018,HR Executive,65th,22/7/2019,20/9/2019,Part-Time,Sponsored,107,Bank Transfer,1308,2.8,F,60,Certificate in Digital Marketing,31,2-Mar,Human Resources,25 to 40
2019/2102-065/032,Ms,F,Singaporean,16/9/1967,Certificate,A' level,22/2/2017,No Designation,65th,22/7/2019,20/9/2019,Part-Time,Subsidiesed,107,Bank Transfer,1495,2.2,L,60,Certificate in Digital Marketing,56,2-Mar,Others,40 and Above
2019/2102-065/033,Ms,F,Singaporean,7/2/1974,Diploma,"Advanced Diploma in Business Administration, University of Technology Sydney/IBMEC",22/8/2015,Assistant Manager (Admin Support),65th,22/7/2019,20/9/2019,Part-Time,Individual,107,Bank Transfer,1495,1.7,L,60,Certificate in Digital Marketing,50,1-Feb,Administration,40 and Above
2019/2102-065/034,Ms,F,Singaporean,3/9/1992,Degree,"Bachelor of Science in Business, University of London",22/8/2016,HR Officer,65th,22/7/2019,20/9/2019,Part-Time,Subsidiesed,107,Bank Transfer,1415,2.2,L,60,Certificate in Digital Marketing,31,2-Mar,Human Resources,25 to 40
2019/2102-065/035,Ms,F,Singaporean,16/10/1977,Diploma,Unknown Institution / Qualification,22/12/2016,HR/Admin,65th,22/7/2019,20/9/2019,Part-Time,Sponsored,107,Bank Transfer,1388,2.8,L,60,Certificate in Digital Marketing,46,2-Mar,Human Resources,40 and Above
2019/2102-065/036,Ms,F,Foreigner,22/2/1989,Diploma,"Diploma in Accountancy, Kaplan Higher Education Institute",22/4/2018,Admin cum Payroll Officer,65th,22/7/2019,20/9/2019,Part-Time,Individual,107,Bank Transfer,1388,3.7,F,60,Certificate in Digital Marketing,35,More Than 3.5,Administration,25 to 40
2019/2102-065/037,Ms,F,Permanent Resident,24/2/1984,Master,"MBA, Mangalore University",22/6/2016,No Designation,65th,22/7/2019,20/9/2019,Part-Time,Individual,107,Bank Transfer,1388,2.5,F,60,Certificate in Digital Marketing,40,2-Mar,Others,25 to 40
2019/2102-065/038,Ms,F,Singaporean,6/7/1979,Degree,"Bachelor of Arts in Human Resource Management with Organisational Psychology, SHRI Academy",22/3/2016,Training Coordinator,65th,22/7/2019,20/9/2019,Part-Time,Subsidiesed,107,Bank Transfer,1388,1.9,L,60,Certificate in Digital Marketing,45,1-Feb,Operations and Logistics,40 and Above
2019/2102-065/039,Ms,F,Permanent Resident,18/7/1983,Degree,"Bachelor of Business Administration, Xi'an Shiyou University, China",22/4/2017,HR Executive,65th,22/7/2019,20/9/2019,Part-Time,Sponsored,107,Bank Transfer,1388,2.3,F,60,Certificate in Digital Marketing,40,2-Mar,Human Resources,25 to 40
2019/2102-065/040,Ms,F,Singaporean,12/1/1992,Degree,"Bachelor of Arts in Accounting & Financial Management, The University of Sheffield",22/1/2016,Client Accountant,65th,22/7/2019,20/9/2019,Part-Time,Sponsored,107,Bank Transfer,1388,3.1,L,60,Certificate in Digital Marketing,32,3 - 3.5,Finance and Accounting,25 to 40
2019/2102-065/041,Ms,F,Singaporean,18/8/1981,Diploma,"Diploma in Business & HRM, SHRI",22/1/2017,HR & Admin Officer,65th,22/7/2019,20/9/2019,Part-Time,Subsidiesed,107,Bank Transfer,888,2.9,L,60,Certificate in Digital Marketing,42,2-Mar,Human Resources,40 and Above
2019/2102-065/042,Ms,F,Permanent Resident,23/3/1984,Degree,"Bachelor of Science (Agriculture), Kerala Agriculture University",22/6/2018,Corporate Service Executive,65th,22/7/2019,20/9/2019,Part-Time,Individual,107,Bank Transfer,1495,3.7,F,60,Certificate in Digital Marketing,40,More Than 3.5,Customer Service and Sales,25 to 40
2019/2102-065/043,Ms,F,Singaporean,12/3/1991,Degree,"Bachelor of Commerce in HRM,   Murdoch University",22/11/2015,Senior Eexcutive,65th,22/7/2019,20/9/2019,Part-Time,Sponsored,107,Bank Transfer,1388,1.5,L,60,Certificate in Digital Marketing,33,1-Feb,Others,25 to 40
2019/2102-066/044,Ms,F,Singaporean,17/3/1967,Certificate,A' level,25/5/2016,No Designation,66th,25/9/2019,22/11/2019,Part-Time,Subsidiesed,107,Bank Transfer,1388,2,L,58,Certificate in Digital Marketing,57,2-Mar,Others,40 and Above
2019/2102-066/045,Ms,F,Singaporean,15/1/1984,Diploma,"Diploma in Accountancy, Ngee Ann Polytechnic",25/4/2018,Accountant,66th,25/9/2019,22/11/2019,Part-Time,Subsidiesed,107,Bank Transfer,1308,3.9,L,58,Certificate in Digital Marketing,40,More Than 3.5,Finance and Accounting,25 to 40
2019/2102-066/046,Ms,F,Foreigner,10/4/1994,Diploma,Diploma in Commerce (Human Resource Management),25/4/2016,HR Assistant,66th,25/9/2019,22/11/2019,Part-Time,Sponsored,107,Bank Transfer,1495,2.5,F,58,Certificate in Digital Marketing,30,2-Mar,Human Resources,25 to 40
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
